#wave(um)	lum(Lo)
0.01	4.00726156679e-94
0.0100161327069	4.00086428339e-94
0.0100322914401	3.99451173932e-94
0.0100484762418	3.98814894688e-94
0.010064687154	3.98177588953e-94
0.0100809242187	3.97539255071e-94
0.0100971874782	3.96899891384e-94
0.0101134769748	3.9625949623e-94
0.0101297927507	3.95618067946e-94
0.0101461348484	3.94975604864e-94
0.0101625033104	3.94332105315e-94
0.010178898179	3.93687567628e-94
0.0101953194971	3.93050800249e-94
0.0102117673071	3.92429003486e-94
0.010228241652	3.91806203597e-94
0.0102447425744	3.91182398962e-94
0.0102612701173	3.90557587963e-94
0.0102778243236	3.89931768973e-94
0.0102944052363	3.89304940369e-94
0.0103110128984	3.8867710052e-94
0.0103276473533	3.88048247796e-94
0.010344308644	3.87418380562e-94
0.0103609968139	3.86787497181e-94
0.0103777119063	3.86155596015e-94
0.0103944539647	3.85522675422e-94
0.0104112230326	3.84900893295e-94
0.0104280191535	3.84290303746e-94
0.0104448423711	3.8367872915e-94
0.0104616927292	3.83066167919e-94
0.0104785702714	3.82452618461e-94
0.0104954750416	3.81838079182e-94
0.0105124070838	3.81222548484e-94
0.010529366442	3.80606024769e-94
0.0105463531602	3.79988506434e-94
0.0105633672826	3.79369991875e-94
0.0105804088534	3.78750479484e-94
0.0105974779168	3.78131585563e-94
0.0106145745173	3.77532553405e-94
0.0106316986992	3.76932554847e-94
0.010648850507	3.76331588329e-94
0.0106660299854	3.75729652289e-94
0.0106832371789	3.75126745163e-94
0.0107004721323	3.74522865384e-94
0.0107177348903	3.73918011385e-94
0.0107350254978	3.73312181592e-94
0.0107523439997	3.72705374431e-94
0.0107696904411	3.72097588326e-94
0.010787064867	3.71488821698e-94
0.0108044673225	3.70893293876e-94
0.0108218978529	3.70304652241e-94
0.0108393565035	3.69715060967e-94
0.0108568433196	3.69124518524e-94
0.0108743583466	3.68533023375e-94
0.0108919016302	3.67940573984e-94
0.0109094732158	3.67347168813e-94
0.0109270731491	3.66752806318e-94
0.0109447014759	3.66157484955e-94
0.010962358242	3.65561203178e-94
0.0109800434932	3.64963959438e-94
0.0109977572755	3.64372741186e-94
0.0110154996349	3.63805782064e-94
0.0110332706175	3.63237908284e-94
0.0110510702696	3.62669118369e-94
0.0110688986373	3.62099410843e-94
0.011086755767	3.61528784224e-94
0.0111046417051	3.60957237029e-94
0.011122556498	3.60384767775e-94
0.0111405001923	3.59811374973e-94
0.0111584728347	3.59237057132e-94
0.0111764744718	3.58661812762e-94
0.0111945051505	3.58085640367e-94
0.0112125649175	3.5750853845e-94
0.0112306538198	3.56930505511e-94
0.0112487719043	3.56351540048e-94
0.0112669192183	3.55771640558e-94
0.0112850958088	3.55190805533e-94
0.011303301723	3.54609033463e-94
0.0113215370084	3.54026322838e-94
0.0113398017121	3.53442672143e-94
0.0113580958818	3.52858079861e-94
0.0113764195649	3.52272544474e-94
0.0113947728091	3.51686064459e-94
0.0114131556621	3.51113308438e-94
0.0114315681715	3.50565468919e-94
0.0114500103853	3.50016745587e-94
0.0114684823514	3.49467137015e-94
0.0114869841178	3.48916641776e-94
0.0115055157326	3.4836525844e-94
0.0115240772438	3.47812985572e-94
0.0115426686998	3.47259821739e-94
0.0115612901489	3.46705765503e-94
0.0115799416393	3.46150815425e-94
0.0115986232197	3.45594970061e-94
0.0116173349386	3.45038227969e-94
0.0116360768445	3.44480587701e-94
0.0116548489861	3.43922047808e-94
0.0116736514123	3.4336260684e-94
0.011692484172	3.42802263341e-94
0.0117113473139	3.42241015857e-94
0.0117302408872	3.41678862929e-94
0.011749164941	3.41115803095e-94
0.0117681195243	3.40551834894e-94
0.0117871046866	3.3998695686e-94
0.0118061204771	3.39421167524e-94
0.0118251669451	3.38885287011e-94
0.0118442441403	3.38350655075e-94
0.0118633521122	3.37815160633e-94
0.0118824909104	3.37278802294e-94
0.0119016605846	3.36741578663e-94
0.0119208611848	3.36203488346e-94
0.0119400927607	3.35664529943e-94
0.0119593553623	3.35124702054e-94
0.0119786490397	3.34584003277e-94
0.0119979738431	3.34042432207e-94
0.0120173298225	3.33499987435e-94
0.0120367170285	3.32956667553e-94
0.0120561355112	3.3241247115e-94
0.0120755853212	3.3186739681e-94
0.012095066509	3.31321443118e-94
0.0121145791252	3.30781439692e-94
0.0121341232206	3.30264361826e-94
0.0121536988459	3.29746449774e-94
0.012173306052	3.2922770219e-94
0.0121929448898	3.28708117725e-94
0.0122126154103	3.2818769503e-94
0.0122323176647	3.27666432752e-94
0.0122520517042	3.27144329537e-94
0.0122718175801	3.26621384028e-94
0.0122916153437	3.26097594867e-94
0.0123114450464	3.25572960692e-94
0.0123313067398	3.2504748014e-94
0.0123512004754	3.24521151845e-94
0.0123711263051	3.23993974441e-94
0.0123910842805	3.23465946556e-94
0.0124110744535	3.2293706682e-94
0.0124310968761	3.22407333858e-94
0.0124511516003	3.21876746293e-94
0.0124712386782	3.21345302746e-94
0.012491358162	3.20813001837e-94
0.0125115101039	3.20285512713e-94
0.0125316945564	3.19776700711e-94
0.0125519115718	3.19267067857e-94
0.0125721612028	3.18756612827e-94
0.0125924435019	3.18245334295e-94
0.0126127585219	3.17733230932e-94
0.0126331063155	3.17220301408e-94
0.0126534869356	3.1670654439e-94
0.0126739004351	3.16191958542e-94
0.0126943468672	3.15676542529e-94
0.0127148262848	3.15162954488e-94
0.0127353387413	3.14657644308e-94
0.01275588429	3.14151518926e-94
0.0127764629842	3.13644577026e-94
0.0127970748774	3.13136817292e-94
0.0128177200232	3.12642350524e-94
0.0128383984751	3.12147973365e-94
0.012859110287	3.11652798642e-94
0.0128798555127	3.11156825067e-94
0.012900634206	3.10660051353e-94
0.012921446421	3.10162476209e-94
0.0129422922117	3.09664098341e-94
0.0129631716324	3.09164916455e-94
0.0129840847372	3.08664929253e-94
0.0130050315804	3.08164135437e-94
0.0130260122166	3.07662533704e-94
0.0130470267003	3.07160122753e-94
0.013068075086	3.06656901276e-94
0.0130891574285	3.06152867967e-94
0.0131102737824	3.05657799677e-94
0.0131314242028	3.05167050728e-94
0.0131526087445	3.04675510069e-94
0.0131738274627	3.04183176421e-94
0.0131950804123	3.03694218634e-94
0.0132163676487	3.03211538241e-94
0.0132376892272	3.02728079154e-94
0.0132590452032	3.02243840116e-94
0.0132804356322	3.0175881987e-94
0.0133018605696	3.01273017154e-94
0.0133233200714	3.00786430708e-94
0.0133448141931	3.00299059266e-94
0.0133663429906	2.99810901561e-94
0.0133879065199	2.99321956327e-94
0.0134095048371	2.98839225302e-94
0.0134311379981	2.98367531295e-94
0.0134528060593	2.97895076319e-94
0.013474509077	2.97421859144e-94
0.0134962471075	2.96947878543e-94
0.0135180202073	2.96473133282e-94
0.013539828433	2.95997622129e-94
0.0135616718413	2.95521343847e-94
0.0135835504889	2.950442972e-94
0.0136054644327	2.94566480947e-94
0.0136274137297	2.94087893848e-94
0.0136493984368	2.93608534658e-94
0.0136714186111	2.93128402131e-94
0.01369347431	2.92647495021e-94
0.0137155655907	2.92167628513e-94
0.0137376925106	2.91705820634e-94
0.0137598551272	2.91243267734e-94
0.0137820534981	2.90779968612e-94
0.013804287681	2.90315922062e-94
0.0138265577337	2.89851126879e-94
0.0138488637139	2.89385581856e-94
0.0138712056798	2.88919285783e-94
0.0138935836893	2.88452237448e-94
0.0139159978006	2.87984435638e-94
0.0139384480719	2.87515879137e-94
0.0139609345616	2.87046566727e-94
0.013983457328	2.8657649719e-94
0.0140060164298	2.86110110126e-94
0.0140286119255	2.85657668819e-94
0.0140512438739	2.85204497602e-94
0.0140739123338	2.84750595297e-94
0.0140966173639	2.84295960725e-94
0.0141193590235	2.83840592704e-94
0.0141421373715	2.83384490051e-94
0.0141649524672	2.82927651581e-94
0.0141878043697	2.82470076107e-94
0.0142106931386	2.82011762441e-94
0.0142336188333	2.8155270939e-94
0.0142565815133	2.81092915762e-94
0.0142795812383	2.80632380362e-94
0.0143026180681	2.80179300074e-94
0.0143256920626	2.79739086776e-94
0.0143488032816	2.79298163294e-94
0.0143719517853	2.78856528483e-94
0.0143951376339	2.78414181196e-94
0.0144183608874	2.77971120283e-94
0.0144416216064	2.77527344593e-94
0.0144649198512	2.77082852972e-94
0.0144882556823	2.76637644266e-94
0.0145116291605	2.76191717318e-94
0.0145350403464	2.75745070969e-94
0.0145584893009	2.75297704059e-94
0.0145819760849	2.74849615425e-94
0.0146055007595	2.74400803902e-94
0.0146290633857	2.73951268325e-94
0.0146526640248	2.73501007525e-94
0.0146763027382	2.73050020333e-94
0.0146999795871	2.72604020404e-94
0.0147236946333	2.72175901556e-94
0.0147474479382	2.71747092036e-94
0.0147712395637	2.71317590731e-94
0.0147950695714	2.70887396523e-94
0.0148189380235	2.70456508296e-94
0.0148428449818	2.7002492493e-94
0.0148667905085	2.69592645302e-94
0.0148907746658	2.69159668291e-94
0.014914797516	2.68725992771e-94
0.0149388591216	2.68291617614e-94
0.0149629595451	2.67856541693e-94
0.0149870988491	2.67420763877e-94
0.0150112770964	2.66984283033e-94
0.0150354943497	2.66547098027e-94
0.0150597506719	2.66109207723e-94
0.0150840461262	2.65670610984e-94
0.0151083807756	2.65233438967e-94
0.0151327546835	2.64816122485e-94
0.015157167913	2.64398132757e-94
0.0151816205276	2.639794687e-94
0.015206112591	2.63560129223e-94
0.0152306441667	2.63140113239e-94
0.0152552153184	2.62719419655e-94
0.0152798261101	2.62298047379e-94
0.0153044766057	2.61875995315e-94
0.0153291668691	2.61453262366e-94
0.0153538969647	2.61029847436e-94
0.0153786669565	2.60605749422e-94
0.0154034769091	2.60180967223e-94
0.0154283268869	2.59755499736e-94
0.0154532169544	2.59329345854e-94
0.0154781471763	2.58902504471e-94
0.0155031176174	2.58483031113e-94
0.0155281283426	2.58075963399e-94
0.0155531794168	2.57668238974e-94
0.0155782709052	2.5725985678e-94
0.015603402873	2.56850815754e-94
0.0156285753855	2.56441114835e-94
0.015653788508	2.56030752957e-94
0.0156790423061	2.55619729054e-94
0.0157043368454	2.55208042059e-94
0.0157296721917	2.54795690901e-94
0.0157550484107	2.54382674509e-94
0.0157804655685	2.53968991809e-94
0.015805923731	2.53554641728e-94
0.0158314229644	2.53139623187e-94
0.015856963335	2.5272393511e-94
0.0158825449091	2.52307576415e-94
0.0159081677532	2.51902484679e-94
0.0159338319339	2.51502661675e-94
0.0159595375179	2.51102193647e-94
0.0159852845719	2.50701079556e-94
0.0160110731629	2.5029931836e-94
0.0160369033579	2.49896909014e-94
0.0160627752239	2.49493850473e-94
0.0160886888283	2.49090141689e-94
0.0161146442384	2.48685781614e-94
0.0161406415215	2.48280769196e-94
0.0161666807453	2.47875103384e-94
0.0161927619775	2.47472980405e-94
