obj                B3       B4       B5       B6       B7       B8       B9      B10
J0104-2416       0.81     2.02     0.00     0.00     0.00     0.00     0.00     0.00
J1753+2848       0.00     1.06     0.00     0.00     0.71     0.00     0.00     0.00
J1730+0024       6.85     2.02     9.68     6.45     4.84     0.00     0.00     0.00
J2257+0743       3.23     0.00     0.00    29.84     0.00     0.00     0.00     0.00
J2035+1056       2.82     0.00     0.00     3.23     8.47     0.00     0.00     0.00
J0808-0751       5.98     0.00     0.00     9.91     0.00     0.00     0.00     0.00
J2236+2828      16.53     3.23     0.00    19.29     3.29     0.00     0.00     0.00
J0529-2515       6.45     0.00     0.00     2.82     0.00     0.00     0.00     0.00
J1215+1654      33.77     2.02     0.00    95.46    10.58     0.00     0.00     0.00
J1215-1731      28.63     8.47     0.00    57.39    30.96     0.00     0.00     0.00
J0126-2222       0.00     7.26     0.00     0.71     0.00     0.00     0.00     0.00
J0653-0625       0.00     0.00     0.00     1.61     0.00     0.00     0.00     0.00
J2230-4416      15.32     0.00     0.00    58.98    12.70    35.00     0.00     0.00
J0644+3914       2.42     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0213-0719      18.55     2.42     0.00     0.00     0.00     0.00     0.00     0.00
J0252+1718       0.00     0.00     0.00     0.71     0.00     0.00     0.00     0.00
J1246-0730       1.06     2.42     0.00    37.09     1.41     0.00     0.00     0.00
J2336-4115      15.05     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1205-2634       0.00     0.00     0.00     5.64     0.00     0.00     0.00     0.00
J1820-2528       9.27     0.00     0.00    23.39     0.00     0.00     0.00     0.00
J0204+1514       9.37     0.00     0.00     1.21     0.00     0.00     0.00     0.00
J1045+1735       0.71     0.00     0.00     4.33     1.61     0.00     0.00     0.00
J1145-6954       7.06     0.00     0.00    89.63    12.23     0.00     0.00     0.00
J1132-5606       7.31     0.00     2.02    34.89     6.45     0.00     0.00     0.00
J2134-0153      71.34    22.68    11.29    54.55    20.00     0.00    13.36     0.00
J1332+0200      26.46     6.22     0.00    23.39    26.49     9.52     0.00     0.00
J2049-4020       6.45     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2253+3236       8.47     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1532-1319       0.00     0.00     0.00     4.64     3.23     0.00     0.00     0.00
J1653-1551      43.24     0.00     0.00    30.64     0.00     0.00     0.00     0.00
J1804+0101       2.02     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1846-0651       2.96     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1604-2223       0.00     0.00     0.00     6.12     0.00     0.00     0.00     0.00
J0211+1051       7.59     0.00     0.00     1.41     1.41     0.00     0.00     0.00
J2335-0131      11.42     4.23     0.00    34.83     0.00     0.00     0.00     0.00
J0825-3218       9.68     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0155+2230       6.45     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1432-1801       2.42     0.00     0.00     0.00     5.61     0.00     0.00     0.00
J1629-1720       2.02     0.00     0.00     3.29     0.00    19.96     0.00     0.00
J1557-0001      20.36     0.00    11.09    25.44     0.00     0.00     0.00     0.00
J0049+0237       8.47    13.15     0.00     0.00     3.29     0.00     0.00     0.00
J1452-1319       0.00     0.00     0.00     0.00     2.82     0.00     0.00     0.00
J0037+1109      27.32     8.06     0.00     1.61     0.00     0.00     0.00     0.00
J1733-7935       2.82     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2027-4726       0.00     0.94     0.00     0.00     0.00     0.00     0.00     0.00
J1315-5334      29.23     0.00     0.00     4.03     0.00     0.00     0.00     0.00
J1745-0753       4.44     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0045-3705      55.69     1.21     0.00    22.77     0.00     0.00     0.00     0.00
J1146-2447       4.17     8.47     0.00     0.00     0.00     0.00     0.00     0.00
J0336+3218      54.84    19.08    12.90   285.50   117.47     0.00     0.00     0.00
J1337-2951      66.58     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0253-5441       0.00     0.00     0.00    19.39    18.38   151.70     0.00     0.00
J0050-0929       2.42     0.00     0.00     2.62     0.00     0.00     0.00     0.00
J1038-5311       0.00     0.00     0.00     0.00     9.74     0.00     0.00     0.00
J0245-4459       0.00     0.00     0.00     0.00     1.06     0.00     0.00     0.00
J0152+3716       0.00     0.00     0.00     1.21     0.00     0.00     0.00     0.00
J2343+2339       9.27     0.00     0.00    12.50     0.00     0.00     0.00     0.00
J0929-3801       2.15     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0126-0120       0.00     0.00     0.00     0.00    12.24     0.00     0.00     0.00
J2025-0735       1.06     0.71     3.63    14.41     6.47    16.93    21.07     0.00
J0200+0322       0.81     0.00     0.00     0.00    10.24     0.00     0.00     0.00
J2151-3027       2.67     0.00     0.00    14.52     0.71     0.00     6.82     0.00
J0918-0628       3.53     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1603+1105      13.17     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0040-4253       0.81     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2157-6941      45.36     0.00     0.00     0.00     7.39     0.00     0.00     0.00
J0942-0759       0.00     0.00     0.00     7.26     6.40     0.00     0.00     0.00
J1002+1216      14.78    40.52     9.17    91.39    33.16     0.00     0.00     0.00
J1224+0330       4.84     8.47     0.00    20.41    16.80     0.00     0.00     0.00
J0510+1800    1081.52   131.95    63.30  1981.78  2143.23    18.35     0.00     0.00
J2057-0719      55.96     3.63     0.00     1.61     4.84     0.00     0.00     0.00
J0117-2111      12.10     0.00     0.00     2.15     0.00     0.00     0.00     0.00
J1946-5812       0.00     0.00     0.00    27.97     0.00     0.00     0.00     0.00
J1549+0237       4.70     0.00     0.00     8.60     2.82     4.08     0.00     0.00
J0202-0559       6.05     0.00     0.00     1.21     0.00     0.00     0.00     0.00
J2213-2529      18.95     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1924+1540      69.61     0.00     0.00    60.58     0.00     0.00     0.00     0.00
J1550+0527    1003.79   269.77   170.76   245.87    97.22     0.00    56.71     0.00
J0327-1803       0.00     0.00     2.42     8.47     0.00     0.00     0.00     0.00
J0532-0307      43.55     3.63     0.00    42.60     8.47     0.00     0.00     0.00
J1514+0252      11.29     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1325-4301       9.88     0.00     0.00     9.41     5.89     0.00    19.12     0.00
J0635-7516     557.34    39.97    15.07   685.38   209.84     0.00     0.00     0.00
J1755-2232       1.61     0.00     0.00    46.27     0.00     0.00     0.00     0.00
J2243-0609       0.00     0.00     0.00    14.11     0.00     0.00     0.00     0.00
J1903-6749       0.00     0.00     0.00     7.26     0.00     0.00     0.00     0.00
J0907-0042      32.73     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1337-1257     561.68   103.49    59.72   968.23   992.65    72.64    15.76     0.00
J1147-0724       0.00     4.03     7.26    15.27     8.57     0.00     0.00     0.00
J1015+1227       3.53     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1923-2104       0.00     0.00     0.00     4.84     0.00     0.00     0.00     0.00
J0700-6610      32.30     0.00     0.00    37.50     0.00     0.00     0.00     0.00
J1108+0811       0.00     0.00     0.00    15.32     0.00     0.00     0.00     0.00
J1349-3056      16.93     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1319-0049      21.17     8.06     0.00    39.51     9.94     0.00     0.00     0.00
J1145+0455       0.00     0.00     0.00     3.09     0.00     0.00     0.00     0.00
J0901-0037       9.68     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2235-4835       0.00     0.00     0.00     1.09    24.03     5.24     0.00     0.00
J1832-1035      46.97     0.00     0.00   110.60    16.93     0.00     0.00     0.00
J1824+0119       2.82     0.00     0.00    29.03     0.00     0.00     0.00     0.00
J1239-1023       2.42     0.00     0.00     1.21     0.00     0.00     0.00     0.00
J0334-4008    1146.36   394.03    89.74  1082.48   480.84    16.76   128.13     0.00
J2253+1608     517.12   124.61    24.53   742.87   748.40   565.20   101.63     7.49
J1101-6325       0.00     5.64     0.00     1.21     0.00     0.00     0.00     0.00
J1048-1909       2.82     0.00     0.00     5.24    37.44     0.00     0.00     0.00
J1225+1253     138.30    13.44     0.00    17.88     0.00     0.00     0.00     0.00
J0921-2618       0.00     0.00     0.00     0.00     1.61     0.00     0.00     0.00
J0422+3058       4.54     0.00     0.00     2.19     0.87     0.00     0.00     0.00
J2248-3235       4.03     3.63     0.00    59.60     8.82     0.00     0.00     0.00
J1728+1215       1.61     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1333+2725       8.97     6.99     0.00    14.21     0.00     0.00     0.00     0.00
J1427-3305      10.01     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1353+1435       2.29     2.82     0.00     0.00     2.82     0.00     0.00     0.00
J1512-0905      10.08     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0441-5154       6.05     4.74     4.88     6.45     0.00     0.00     0.00     0.00
J1534-3526      18.40     0.00     0.00    93.27    51.19     0.00     0.00     0.00
J0112+3208       0.00     0.00     0.00    55.64     0.00     0.00     0.00     0.00
J0022+0608       0.00     0.00     0.00    13.56     0.00     0.00     0.00     0.00
J1703-6212       1.21     0.00     0.00    14.92     8.57     0.00     0.00     0.00
J2354-1513       1.06     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2241+0953       1.21     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1215+3448       0.00     0.00     0.00    18.82     0.00     0.00     0.00     0.00
J2130+1643       0.00     0.00     0.00     2.82     0.00     0.00     0.00     0.00
J0138-0540       2.82     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1007-3333       2.12     2.12     0.00     2.02     0.00     0.00     0.00     0.00
J1230+2518       3.23     0.00     0.00    14.46     0.00     0.00     0.00     0.00
J0357+2319       0.00     0.00     0.00    22.58     0.00     0.00     0.00     0.00
J2208-6325      26.34     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1103-3251      53.38    27.48     0.00    12.90    42.20     0.00     0.00     0.00
J0145-2733      13.71     0.00     0.00     6.45     0.00     0.00     0.00     0.00
J1059-1134       0.00     0.00     0.00     4.97     0.00     0.00     0.00     0.00
J0830+2410       0.81     0.00     0.00     2.82    16.93     0.00     0.00     0.00
J1617-1941      31.94     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1326-5256       0.00     0.00     3.63    22.98    11.29     3.23     0.00     0.00
J0513-2159       0.00     0.00     0.00     2.42     0.00     0.00     0.00     0.00
J1424-4913       0.00     0.00     3.23     0.00     0.00     5.29     0.00     0.00
J2057-3734       0.00     0.00     0.00     6.08     0.00     0.00     0.00     0.00
J1150-0023      12.90     0.00     0.00     9.61     9.41     0.00     0.00     0.00
J2000-1748     196.66    14.62    70.09   350.15    34.45     0.00     0.00     0.00
J0112+2244       0.00     0.00     0.00     1.61     0.00     0.00     0.00     0.00
J0743-5619       7.26     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2327+0940       0.00     0.00     0.00     8.22     0.81     0.00     0.00     0.00
J0440-6952      14.04     0.00     0.00   109.77    16.68     0.00     0.00     0.00
J1426-0215       2.42     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0808+0514      13.71     4.03     0.00     2.02     0.00     0.00     0.00     0.00
J0656-0323       0.00     0.00     0.00    46.23     0.00     0.00     0.00     0.00
J1217-0029       0.00     0.00     4.74     9.68     0.00     0.00     0.00     0.00
J1309+1154      40.98     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0241-0815      69.02     4.23     4.84    81.68   138.12   254.66     0.00     0.00
J0336-2644       0.00     0.00     0.00     1.60     0.00     0.00     0.00     0.00
J2141-3729       0.00     0.00     0.00     8.87     1.21     0.00     0.00     0.00
J0828-3731      12.90     0.00     0.00    11.42     4.03     0.00     0.00     0.00
J1835-1513      14.36     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0718-4319       0.00     0.00     0.00     3.76     0.00     0.00     0.00     0.00
J0948+0022     672.15   148.08    14.11   737.42   518.88    82.94     0.00     0.00
J0341+3352      26.81     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2214+0711       1.88     0.00     0.00     0.94     0.00     0.00     0.00     0.00
J0559-4529       2.42     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0416-1851       4.28     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2339-3310       0.00     0.00     0.00     3.45     0.00     0.00     0.00     0.00
J2300+0337       4.70     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1112+3446       8.47     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1825-5230       9.48     0.00     0.00     0.81     0.00     0.00     0.00     0.00
J1415+1320       5.24     2.42     2.02     4.44    23.62     0.00     0.00     0.00
J1657-2004       0.00     0.00     0.00    27.06     0.00     0.00     0.00     0.00
J1206+0529       4.18     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1446+1721      15.93     0.00     0.00     7.43    10.48     0.00     0.00     0.00
J0139+1753       0.00     6.59     0.00    22.43     0.00     0.00     0.00     0.00
J2217+0220     114.15     1.76     0.00     0.00     0.00     0.00     0.00     0.00
J1830+0619      23.79     0.00     0.00    65.32    52.37     0.00     0.00     0.00
J1147-6753      18.14     0.00     2.42    77.15    40.30    11.29     6.53     0.00
J0724-0715       0.00     0.00     0.00     3.63     0.00     0.00     0.00     0.00
J1007-0207       4.84     0.00     0.00     0.00     2.92     0.00     0.00     0.00
J1513-1012       0.81     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1221+2813       2.42    19.35     0.00    24.28     0.00     0.00     0.00     0.00
J0518+3306      13.68     0.00     0.00     0.00     4.27     0.00     0.00     0.00
J1016+0513      23.08     0.00     0.00     0.71     0.00     0.00     0.00     0.00
J0927+3902       4.03     0.00     0.00     7.86    43.48     0.00     6.82     0.00
J2007+4029       1.88     2.02     0.00     0.00     4.99     0.00     0.00     0.00
J1546+0026      21.77     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2039+2152       0.00     0.00     0.00     2.42     0.00     0.00     0.00     0.00
J0412+1856       0.00     0.00     0.00     2.82     0.00     0.00     0.00     0.00
J1905+0952      30.82     0.00     0.00    54.63     1.61     0.00     0.00     0.00
J0057+3021      33.92     2.47     3.53    24.66     2.47     0.00     0.00     0.00
J1028-0236       4.03     0.00     0.00    15.72    58.06    26.01     0.00     0.00
J2327+1524       0.71     0.00     3.33    16.14     6.10     0.00     0.00     0.00
J0658-5840      21.50     0.00     0.00     4.84     0.00     0.00     0.00     0.00
J1427-4206    1343.05   120.51    75.87  2048.55  2183.64   100.07    88.70     0.00
J1051+2027       3.83     0.00     0.00     1.76     0.00     0.00     0.00     0.00
J0453-2807       1.61     0.00     3.23     6.85    19.35     0.00    19.89     0.00
J0212-1746       3.18     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1924-2914    1983.51   262.93   210.74  3609.30  3326.45   780.54   360.00    15.14
J0231-4746      12.90     3.63     0.00     4.50     0.00     0.00     0.00     0.00
J0013+4051       0.00     0.00     0.00     5.64     0.00     0.00     0.00     0.00
J2232+1143     185.42    15.28     0.00   147.73   313.74   127.37    45.46     7.49
J0342-3007     450.22    58.06     0.00    40.98    97.04     0.00     0.00     0.00
J1438-3122       0.00     0.00     0.00     0.00    10.89     0.00     0.00     0.00
J0437-7148      17.34     0.00     0.00     5.64     0.00     0.00     0.00     0.00
J0854+2006     949.55   158.09   170.60   959.60   894.57   142.58   137.58     0.00
J0038-2459     422.35    44.35    82.45   210.30   155.54    28.53     0.00     0.00
J0746+2734       8.27     2.35     0.00     0.00     7.65     0.00     0.00     0.00
J1551-1755       0.00     1.61     3.63    47.30     4.03     0.00     0.00     0.00
J1419-0838       4.99     0.00     3.23    50.96     0.00     0.00     0.00     0.00
J2254+0054       0.00     0.00     0.00     2.02     2.15     0.00     0.00     0.00
J1935+2031       3.63     0.00     0.00    21.17    23.59     0.00     0.00     0.00
J0426+0518       0.00     0.00     0.00     0.00     4.23     0.00     0.00     0.00
J1248-4559       3.56     0.00     0.00     8.41     0.00     0.00     0.00     0.00
J0313+4120       0.00     0.00     0.00    44.13     0.00     0.00     0.00     0.00
J0703-0051       0.00     0.00     0.00     1.61     0.00     0.00     0.00     0.00
J1408-2900       2.42     0.00     2.02    13.41     0.00     0.00     0.00     0.00
J0536-3401      19.35     1.21     0.00    23.92     2.82     0.00     0.00     0.00
J0549-5246       0.00     0.00     0.00    15.05     0.00     0.00     0.00     0.00
J1329+3154       2.02     0.00     0.00     6.85     0.00     0.00     0.00     0.00
J0042-4030       5.64     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1148+1840      23.18     0.00    16.98    21.02    41.33     0.00     0.00     0.00
J2333-2343       0.00     0.00     0.00     0.00     3.23     0.00     0.00     0.00
J1058+0133    2185.86   608.58   131.60  2663.54  3450.14   231.12    33.32     0.00
J0122+2954       4.84     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2326+0112       7.66     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1351-2912      50.27     6.18     0.00   232.73    55.78     0.00     0.00     0.00
J1006+0509       0.00     0.00     0.00     1.61     0.00     0.00     0.00     0.00
J2105-4848       1.88     0.94     0.00     2.02     0.00     0.00     0.00     0.00
J1424-7241       0.00     0.00     0.00     1.06     0.00     0.00     0.00     0.00
J0826-2230       4.84     4.84     0.00     0.00     5.53     0.00     0.00     0.00
J1159+2914       4.94     0.00     0.00    36.89    11.02     0.00     0.00     0.00
J0040-3243      46.89    67.27    14.16    19.15     2.12     0.00     0.00     0.00
J0208-0047      35.83     4.84     5.64    28.53    16.12     0.00     0.00     0.00
J0438+3004      72.14    32.04    16.93   470.71    96.40     0.00     0.00     0.00
J0407+0742       0.00     0.00     0.00     8.47    57.20     0.00     0.00     0.00
J0228-0337      36.69     0.00     0.00    49.39     0.00     0.00     0.00     0.00
J2040-5735       4.03     0.00     0.00     5.64     1.88     0.00     0.00     0.00
J0739+0137       5.17     0.00     0.00     0.00    10.47     0.00     0.00     0.00
J0730-1141       8.52     0.00     0.00    94.37    43.72     0.00     0.00     0.00
J0909+0121     119.04     6.05    12.90    58.27   130.52    37.90     4.87     0.00
J2357-1125      13.99     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2212+0646       1.61     0.00     0.00     2.35     0.00     0.00     0.00     0.00
J1357-1527       0.00     0.00     0.00     0.81     0.00     0.00     0.00     0.00
J1139-1350      16.13     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0922-3959      13.96     0.00     0.00     4.03    47.31    27.76     0.00     0.00
J0121+1149      12.30     1.41     0.00    35.81    34.07     0.00     0.00     0.00
J2243-2544       2.42     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0607-0834      95.23    34.20     0.00   293.04   185.56     6.53    49.72     0.00
J1305-2850       1.61     0.00     0.00     7.66     0.00     0.00     0.00     0.00
J0017-0512       0.00     0.00     5.64     2.42    29.77     0.00     0.00     0.00
J2051+1743       6.25     0.00     0.00    39.80    14.57     0.00     0.00     0.00
J1713-3418      29.84    13.71     0.00     6.85     0.00     0.00     0.00     0.00
J1516+0015       6.59     0.00     0.00     2.82     6.05     0.00     0.00     0.00
J1258-2219      25.64     0.00     0.00     0.00    10.89     0.00     0.00     0.00
J0904-5735      24.80     4.94     0.00   198.24    97.31     2.72     0.00     0.00
J0051-4226       6.05     0.81     0.00     3.63     0.00     0.00     0.00     0.00
J0552+3754       8.47     0.00     0.00     0.00     2.28     0.00     0.00     0.00
J1245-1616       5.59     0.00     0.00     3.63    57.12     0.00     0.00     0.00
J1848+3219       0.00     0.00     0.00     9.68     0.00     0.00     0.00     0.00
J0512+2927      13.59     0.00     0.00    76.75     0.81     0.00     0.00     0.00
J1232-0224      49.69     0.00     0.00    33.58     2.82     0.00     0.00     0.00
J0853+0654      22.61     2.02     0.00     4.44     8.22     0.00     0.00     0.00
J0440+1437       2.42     0.00     0.00    96.70    46.79     2.72     0.00     0.00
J0940-6107       0.00     0.00     0.00    11.29     0.00     6.70     0.00     0.00
J2101-2933      38.44     0.00     0.00    11.12     0.71     0.00     0.00     0.00
J1522+3144      16.93     0.00     0.00     8.57     0.00     0.00     0.00     0.00
J0604-4225       2.12     0.00     0.00     1.06     0.00     0.00     0.00     0.00
J0058-5219      15.32     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1617-7717      34.68     0.00     0.00     0.00     3.63     0.00     0.00     0.00
J0643+0857       1.61    57.34     0.00    41.10    47.12     0.00     0.00     0.00
J1535-4730       0.00     0.00     0.00     5.64     0.00     0.00     0.00     0.00
J0710-3850       0.00     0.00     0.00     4.84     0.00     0.00     0.00     0.00
J0522-3627    1214.68   202.07    60.13  2156.60  2137.01   846.72   292.47     0.00
J1337-6509      41.63     0.81     0.00    61.56     7.71     0.00     0.00     0.00
J1419+0628       0.00     0.00     0.00     2.82     0.00     0.00     0.00     0.00
J0403-3605       0.00     0.00     2.02     0.00     3.63     0.00     0.00     0.00
J2334+0736       1.61     0.00     0.00     5.24     4.23     0.00     0.00     0.00
J0625+1440       0.00     1.41     0.00     0.00     2.95     0.00     0.00     0.00
J1254-6111       2.82     0.00     0.00    21.55    10.25     0.00     0.00     0.00
J1647+2705       8.06     0.00     0.00     0.94     0.00     0.00     0.00     0.00
J1014+2301       0.00     0.00     0.00    21.37     0.00     0.00     0.00     0.00
J0529-7245     361.64     0.00     0.00    99.94   133.56     0.00     0.00     0.00
J1101-6056       0.94     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1512+0203       8.20     4.03     4.84     3.23     9.58    50.72     0.00     0.00
J0541-0211     105.97    17.29     0.00    74.07   104.82     0.00     0.00     0.00
J0555+3948      12.10     0.00     0.00     0.81     0.00     0.00     0.00     0.00
J1243+1622      18.24     0.00     0.00    13.44     5.44     0.00     0.00     0.00
J0110-0741       7.26     8.06     0.00     2.02     0.00     0.00     0.00     0.00
J2130-0927      14.72     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1745-2900       0.00     0.00     0.00    13.34    19.09     0.00     0.00     0.00
J0957-1350       2.12     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1150+2417      27.82     2.42     0.00    24.39     9.68     0.00     0.00     0.00
J1610-3958      87.60    38.34     0.00   341.09   179.02     8.16     0.00     0.00
J1408-0752       0.00     0.00     0.00    22.14     4.23     7.26     0.00     0.00
J0034-0054      11.10     5.64     0.00     0.00     0.00     0.00     0.00     0.00
J1509-4340       0.81     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0217-0820      39.24    12.50     1.41   159.68   174.39     0.00     0.00     0.00
J0146-5202       3.76     1.21     0.00     2.42     0.00     0.00     0.00     0.00
J2136+0041      14.52     4.03     0.00    17.74     8.47     0.00     0.00     0.00
J2042-2255       0.00     0.00     1.21     4.84     0.00     0.00     0.00     0.00
J1103+1158       6.45     0.00     0.00    51.22    17.68     0.00     0.00     0.00
J1553-2422      52.42     0.00     0.00    35.45    31.45     0.00     0.00     0.00
J1851+0035     316.71    12.70     8.87   332.32    55.19     5.44     0.00     0.00
J1933-6942       0.00     0.00     0.00     2.42     1.61     0.00     0.00     0.00
J0530+1331       1.21     0.00     0.00    21.97     0.00     0.00     0.00     0.00
J1619-1817      39.58     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0516-6207       6.45     0.00     0.00    39.58    48.13     0.00     0.00     0.00
J0544+1118       0.00     0.00     0.00     1.41     0.00     0.00     0.00     0.00
J1803-6507       1.61     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0632-2614       1.06     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1136-0330       2.82     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2158-1501      44.63     4.84     0.00     8.57     5.24    21.77     0.00     0.00
J1220-5604       0.00     0.00     0.00     3.43     0.00     0.00     0.00     0.00
J2323-0617       1.61     0.00     0.00    29.84     0.00     0.00     0.00     0.00
J0538-4405     702.30    14.82     0.00   592.30   562.78    28.26     0.00     0.00
J2121-6111       0.71     7.06     0.00     0.00     0.00     0.00     0.00     0.00
J0750+1231     463.53   118.68    14.84   415.85   109.18     0.00     0.00     0.00
J2152+1734      16.80     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2218-0335       0.00     0.00     0.00     0.00     2.12     5.44     0.00     0.00
J0010+1724       2.55     0.00     0.00     3.06     2.82     0.00     0.00     0.00
J0603+2159       0.00     0.00     0.00     2.02     0.00     0.00     0.00     0.00
J1706-4600      43.28     0.00     0.00    44.82     4.84     0.00     0.00     0.00
J2309-3059       6.85     3.63     0.00     5.24     0.00     0.00     0.00     0.00
J1405+0415       0.00     2.35     0.00     1.21     0.00     0.00     0.00     0.00
J1930-6056       0.00     0.00     0.00     4.03     0.00     0.00     0.00     0.00
J1304-0346       2.42     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2158-3013       0.00     0.00     0.00     4.03     1.61     0.00     0.00     0.00
J1543-0757       1.61     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1951-0509       0.00     0.00     7.26    21.79     0.00     0.00     0.00     0.00
J2018-0509       0.00     0.00     0.00     9.54     0.00     0.00     0.00     0.00
J2343-5626       0.00     5.64     0.00     0.00     0.00     0.00     0.00     0.00
J2359-3133      14.01     5.75     0.00    39.11    25.47     0.00     0.00     0.00
J2349+0534       0.00     0.00     0.00     0.00     6.23     0.00     0.00     0.00
J1555+1111       3.53    20.08     0.00     0.00     2.47     0.00     0.00     0.00
J1419+2706       0.00     7.26     0.00     1.21     0.00     0.00     0.00     0.00
J1505+0326       0.94     0.94     6.05    25.25     6.82     0.00     0.00     0.00
J1420-0642       5.91     0.00     0.00     1.88     0.00     0.00     0.00     0.00
J0612-3138       1.41     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2009-4849       1.06     0.00     0.00    12.50     5.64     0.00     0.00     0.00
J1606+1814      38.98     0.00     0.00     5.24     0.00     0.00    40.14     0.00
J0422-0643      18.35     3.63     2.82    19.35     8.70     0.00     0.00     0.00
J1254-4424       7.66     0.00     0.00    78.98     9.68     0.00     0.00     0.00
J0517-0520      15.52     2.42     0.00    15.57     2.02     0.00     0.00     0.00
J1813+2952       0.00     0.00     0.00     0.29     0.00     0.00     0.00     0.00
J1408-5712       9.41     0.00     0.00     2.96     0.00     0.00     0.00     0.00
J0559+2353       0.81     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1434+1952       0.00     1.61     0.00     0.00     0.00     0.00     0.00     0.00
J1241+1649       4.84     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0349-2102       6.45     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0449+1121       2.02     0.00     0.00     4.59     1.41     0.00     0.00     0.00
J1224+2122       0.00     0.00     3.23    37.80     1.61    21.77     7.26     0.00
J1652-0400       4.44    16.46     0.00     0.00     0.00     0.00     0.00     0.00
J1722+2815       3.53     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1820-1111       0.00     0.00     0.00     1.21     0.00     0.00     0.00     0.00
J0922-0529       0.00     0.00    20.56    26.61     0.00     0.00     0.00     0.00
J0455-4615       8.06     0.00     0.00     7.46     4.03     6.35     0.00     0.00
J0406-3826       0.00     0.00     0.00     5.64     2.82     0.00     0.00     0.00
J0301+0118      54.28     0.00     0.00     2.02     0.00     0.00     0.00     0.00
J1834-5856       0.00     0.00     0.00     0.00     1.41     0.00     0.00     0.00
J0440+2728       7.45     6.89     0.00    21.27     0.00     0.00     0.00     0.00
J1319-1217       3.23     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2206-1835      22.58     0.00     0.00    13.51    41.18     0.00     0.00     0.00
J2151-2742       0.00     0.00     0.00     2.82     0.00     0.00     0.00     0.00
