obj                B3       B4       B5       B6       B7       B8       B9      B10
J1102-4404       1.81     0.00     2.82    18.95     0.00     0.00     0.00     0.00
J0237+2848     199.77    40.89    41.31   561.57   259.88     0.00     0.00     0.00
J0608-2220       5.24     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2056-3208       1.76     0.00     0.00    12.05     5.85     0.00     0.00     0.00
J1307-5019      16.53     0.00     0.00    24.33    11.29     0.00     0.00     0.00
J0439-4522       1.61     0.81     0.00     2.15    68.88     0.00     0.00     0.00
J1607-3331       4.13     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2050+3619       0.00     0.00     0.00     4.03     0.00     0.00     0.00     0.00
J0012-3954      10.48     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1322-6532       4.70     0.81     0.00     0.00     1.06     0.00     0.00     0.00
J1938+0448      26.54     0.00     2.42    92.91    75.05     0.00     0.00     0.00
J1516+1932      24.61     4.03     2.42     3.93    29.93    31.87    47.36     0.00
J1717-3948       1.41     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2358+3922       0.00     0.00     0.00     0.81     0.00     0.00     0.00     0.00
J2031+1219       0.00     0.00     0.00     2.47     0.00     0.00     0.00     0.00
J1421-4820       0.00     0.00     0.00     2.42     0.00     0.00     0.00     0.00
J1720-3552       2.42     0.00     0.00    40.41     0.00     0.00     0.00     0.00
J1038-2151       0.94     0.00     0.00     1.29     0.00     0.00     0.00     0.00
J1445-1629       1.61     0.00     0.00     1.21     0.00     0.00     0.00     0.00
J1617-2537       0.00     0.00     0.00     2.02     0.00     0.00     0.00     0.00
J0502+0609       0.00     0.00     0.00     5.24     0.00     0.00     0.00     0.00
J0521+1638      29.25     0.00     0.00     0.00    20.47     0.00     0.00     0.00
J1254+1141       8.67     6.70     0.00    30.84     7.48     0.00     0.00     0.00
J0954+1743       4.03     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0016-0015       6.05     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0424+0036       2.02     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0154+0823       0.00     0.00     0.00     2.02     0.00     0.00     0.00     0.00
J2246-1206      13.37     4.00     0.00     6.59    22.90     0.00     0.00     0.00
J0401+0413       2.82     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1218-0119      10.84     1.06     7.26    35.28    19.91     6.35     0.00     0.00
J1242+0941      22.98     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1421-1931       2.42     0.00     0.00     1.21     0.00     0.00     0.00     0.00
J0011-1434       0.00     0.00     0.00     0.00     5.24     0.00     0.00     0.00
J1238+0723       9.41     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0107+1312       0.81     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0715-6829      10.82     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0004+2019      12.10     0.00     0.00     2.82     0.00     0.00     0.00     0.00
J0550-5732       8.16    12.33     0.00     9.27    53.07    14.52     0.00     0.00
J0110-6315       4.44     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1430+1043      48.40     0.81     0.00     0.00     0.00     0.00     0.00     0.00
J0650-1637       0.00     0.00     0.00     1.61     0.00     0.00     0.00     0.00
J0527-1002       0.00    10.48     0.00     0.00     0.00     0.00     0.00     0.00
J2101+0341      36.71     1.21     0.00    26.87    25.03    45.96     0.00     0.00
J1448+0402      14.92     0.00     0.00     1.61     0.00     0.00     0.00     0.00
J1012+2312      13.71     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1536-3151       0.00     0.00     0.00     4.00     0.00     0.00     0.00     0.00
J0616-1041       6.85     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0124-5113       1.61     2.02     6.45     8.06     5.54     0.00     0.00     0.00
J1707+0148       0.00     0.00     0.00     0.00     1.61     0.00     0.00     0.00
J0433+2905       6.85     0.00     0.00     6.85    37.70     0.00     0.00     0.00
J1957-3845       0.00     0.00     3.63     9.37    18.14    10.89   114.98     0.00
J0141-0202      13.51     2.15     0.00     6.37     0.00     0.00     0.00     0.00
J0613+1708       0.81     0.00     0.00     3.23    10.08     0.00     0.00     0.00
J1653+3107       0.00     0.00     2.82     0.00     0.00     9.81     0.00     0.00
J2229-6910       2.42     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0725-2640       6.30     0.00     0.00    11.34     0.00     0.00     0.00     0.00
J2210+2013       3.63     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0912+2205       5.64     1.21     0.00     0.00     0.00     0.00     0.00     0.00
J0220+3241       4.97     8.87     0.00     4.23     1.61     0.00     0.00     0.00
J0238+1636    1095.74   164.04    45.16   921.03   351.28    42.93     0.00     0.00
J1825-0737       0.00     0.00     0.00     2.42     0.00     0.00     0.00     0.00
J1321-4342      94.99     0.00     0.00    11.02   301.66    38.61     0.00     0.00
J0839+0104       1.76     2.42     0.00    15.12    17.71     6.82     0.00     0.00
J0403+2600      20.36    56.57     0.00     6.45    22.49     0.00     0.00     0.00
J2217+2421       0.00     0.00     0.00     0.00     1.76     0.00     0.00     0.00
J1532+2344      65.29     0.00     0.00    27.67     0.00     0.00     0.00     0.00
J2256-2735       0.00     1.76     0.00     0.00     0.00     0.00     0.00     0.00
J0327-2202       0.00     0.00     0.00    33.87     0.00     0.00     0.00     0.00
J0648-3044       0.00     0.00     0.00     6.05     0.00     0.00     0.00     0.00
J0350-3232       0.00     0.94     0.00     0.00     0.00     0.00     0.00     0.00
J1826-3650       0.81     0.00     0.00    30.11     1.88     0.00     0.00     0.00
J1041+0610       8.06     0.00     2.02     2.02    18.11     0.00     0.00     0.00
J0450-8101       0.81     0.00     0.00   101.64     0.00     0.00     0.00     0.00
J0240-0504       8.87     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0058+0620       0.00     0.00     0.00     9.58     0.00     0.00     0.00     0.00
J1613+3412       0.00     0.00     3.63     0.00     0.00     0.00     0.00     0.00
J0239+0416      17.94     0.00     0.00    25.47     6.45     0.00     0.00     0.00
J1504+1029      35.48    27.27     2.02     2.02     8.47     0.00     0.00    15.86
J0026-3512      22.78     3.63     0.00     0.00     0.00     0.00     0.00     0.00
J0217+0144     156.19    18.14     4.03    28.12   141.74    43.24    36.79     0.00
J1716+2152       0.00     0.00     0.00     0.00     2.47     0.00     0.00     0.00
J0137-2430      51.70     0.00     0.00     6.18    13.23    28.72     0.00     0.00
J0130+0842       0.00     0.00     0.00     6.05     0.00     0.00     0.00     0.00
J0056+1625       3.23     0.00     0.00     8.06     0.00     0.00     0.00     0.00
J1452-6502       0.00     0.00     0.00     0.00    39.46     0.00     0.00     0.00
J2238+1242       0.00     1.76     0.00     0.81     0.00     0.00     0.00     0.00
J1157+1638       0.71     5.64     0.00    35.33     0.74     0.00     0.00     0.00
J1342+2709       2.42     8.47     0.00     0.00     0.00     0.00     0.00     0.00
J1809-4552       0.00     0.00     0.00     1.21     0.00     0.00     0.00     0.00
J2146-1525       1.61     2.42     0.00    14.11    26.22     0.00     0.00     0.00
J1441-1523       0.00     0.00     0.00     5.64     0.00     0.00     0.00     0.00
J2148+0657     562.18   135.27    40.06   767.39   399.63    35.25    18.30     0.00
J0119+0829       0.00     0.00     0.00     0.81     0.00     0.00     0.00     0.00
J0151+2517       1.61     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1333-2356       2.15     0.00     0.00     2.02     0.00     0.00     0.00     0.00
J1753-5015       0.00     2.02     0.00     0.00     0.00     0.00     0.00     0.00
J1044+0655      20.16     0.00     0.00    36.02     0.00     0.00     0.00     0.00
J1923-6320       1.61     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0423+4150       2.42     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1120-1243       3.63     0.00     0.00     3.63     0.00     0.00     0.00     0.00
J0049-5738       1.06     0.00     0.00     2.82     0.00     0.00     0.00     0.00
J0214-6149       0.00     0.00     0.00     0.00     0.00     3.63     0.00     0.00
J1634-2058       0.00     9.41     0.00    16.53    11.69     0.00     0.00     0.00
J1357-1744       3.23     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1012+0630      17.89     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0908+1609       4.74     0.00     0.00     9.27     0.00     0.00     0.00     0.00
J0825+2704       2.02     8.67     0.00     3.73     0.00     0.00     0.00     0.00
J1008-0933       0.00     0.00     0.00     0.00     5.78     0.00     0.00     0.00
J2025-2845       1.06     0.00     0.00   118.29     0.00     0.00     0.00     0.00
J1116+0829      11.29     0.00     3.88     1.98     4.59     0.00     0.00     0.00
J1840+3900       0.00     0.00     0.00    12.89     0.00     0.00     0.00     0.00
J0049-4457       4.84     0.81     0.81     4.03     1.06     0.00     0.00     0.00
J0743-3803       0.00     0.00     0.00     0.00    19.49     0.00     0.00     0.00
J1812-2836       0.00     0.94     0.00     2.42     0.00     0.00     0.00     0.00
J1907+0907       0.00     0.00     0.00     0.00     1.51     0.00     0.00     0.00
J0121+0422       0.00     0.00     0.00     3.33     1.88     0.00     0.00     0.00
J0113+0222       2.15     0.00     0.00     6.18     0.00     1.36     0.00     0.00
J1308-6707       5.82     2.02     0.00    37.39     0.00     0.00     0.00     0.00
J0519+0848       0.00     0.00     0.00     0.94     0.00     0.00     0.00     0.00
J0451-4653       0.00     0.00     0.00     0.00     2.82     0.00     0.00     0.00
J1229+0203     775.26   214.60   190.26  1344.24  1124.63   446.02    72.53     0.00
J1257-3155       5.64     0.00     0.00     2.82     0.00     0.00     0.00     0.00
J2230-1325       6.15     0.00     0.00     1.21     0.00     0.00     0.00     0.00
J0204-1701       0.00     0.00     0.00    38.26     0.00     4.54     0.00     0.00
J0438-1251      19.50     2.42     0.00    15.62     0.00     0.00     0.00     0.00
J1718-1120       0.00     0.00     0.00     4.99     0.00     0.00     0.00     0.00
J0309+1029      17.10     0.00     0.00    14.11     0.00     0.00     0.00     0.00
J0309-6058      40.72     9.68     0.00    33.18    36.24     8.16     0.00     0.00
J1425+1424       2.82     0.00     0.00     2.02     0.00     0.00     0.00     0.00
J1400-1858       5.24     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2225-0457       9.42     0.00     0.00     9.68     8.90     0.00     9.07     0.00
J0113-3551       4.84     0.00     0.00    16.03     1.06     0.00     0.00     0.00
J0748+2400      22.85     1.21     6.15    21.18     3.53     0.00     0.00     0.00
J0058-5659      12.10     0.00     0.00     0.00     1.88     0.00     0.00     0.00
J0348-2749      76.12   146.60    20.90   595.19   329.64    38.68     1.09     0.00
J1727-1951       1.21     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1819-6345       0.00     0.00     0.00     5.64     0.00     0.00     0.00     0.00
J2337-0230      24.75     1.61     0.00     3.56    15.76     0.00     0.00     0.00
J0120-2701      54.13     0.00     0.00     5.49    13.62    20.87     0.00     0.00
J1837-3319       0.94     0.00     0.00    14.78     0.00     0.00     0.00     0.00
J1010-0200     115.42    26.88     4.84   213.63   161.62    13.81     0.00     0.00
J1619+2247      17.29     0.71     0.00    32.37    16.03     0.00     0.00     0.00
J1829-5813       0.00     0.00     0.00    27.06     0.00    17.24     0.00     0.00
J0431+2037       8.87     6.35     0.00    49.34    12.90     0.00     0.00     0.00
J1008+0621      42.54    31.55     1.21    72.32   140.85     0.00     0.00     0.00
J2258-2758    1009.30   193.51   269.99  1359.53   869.57   343.77     5.59     0.00
J1524-5903      10.58     1.08     0.00    35.48    13.51     0.00     0.00     0.00
J1039-1541       0.94     0.00     0.00     5.17     0.00     0.00     0.00     0.00
J1709-3525       1.41     0.00     0.00     9.27     2.02     0.00     0.00     0.00
J2106+2500       0.81     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1133+0040       0.00     0.00     0.00     3.63     0.00     0.00     0.00     0.00
J0534-6106       2.35     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1419+3821       0.94    12.42     0.00    25.40    11.49     0.00     0.00     0.00
J0858-1950       0.71     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1521+0420       5.64     0.00     0.00     1.21     0.00     0.00     0.00     0.00
J0013-0423       0.00     7.26     0.00     0.00     0.00     3.63     0.00     0.00
J0504-1512       0.00     2.82     0.00     0.00     0.00     0.00     0.00     0.00
J1427+2348      22.73     0.00     0.00    30.98     7.53     0.00     0.00     0.00
J0914+0245      22.18     7.26     0.00     8.37    38.79     0.00     0.00     0.00
J1650-2943       2.02     0.00     0.00    10.18    14.11     0.00     0.00     0.00
J1604-4228      37.26     8.27     0.00     5.24    38.02     0.00     0.00     0.00
J0823+2223      11.69     2.82     0.00     2.35     4.94     0.00     0.00     0.00
J1514-4748       9.27     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1631-4345       4.84     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0422+0219       4.03     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1331+3030       8.11     0.00     0.00    29.37    19.89     0.00     0.00     0.00
J0731-2224       0.00     0.00     0.00     0.81     0.00     0.00     0.00     0.00
J1258-1800       0.00     0.00     0.00     5.95     0.00     0.00     0.00     0.00
J0403-2444       0.00     0.00     0.00     9.48    10.96     0.00     0.00     0.00
J0629-1959       3.63     0.00     0.00     2.02     3.28     0.00     0.00     0.00
J2330-3724       0.00     0.00     0.00     8.50     0.00     0.00     0.00     0.00
J1743-1658       4.03     0.00     0.00    29.90     0.00     6.35     0.00     0.00
J2358-1020       2.42     0.00     0.00     2.82     1.41     0.00     0.00     0.00
J1008+0029     218.82    88.79     0.00     0.00     0.00     0.00     0.00     0.00
J1448-1620       0.00     0.00     0.00     2.42     0.00     0.00     0.00     0.00
J1220+0203      42.74     3.23     2.02    49.02     4.03     0.00     0.00     0.00
J0510-3142       0.00     0.00     0.00     0.00     3.29     0.00     0.00     0.00
J2124-4948       0.94     0.94     0.00     0.00     0.00     0.00     0.00     0.00
J1751+0947       0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0502+3436       0.00     0.00     0.00     2.42     0.00     0.00     0.00     0.00
J0431+1731      33.23     1.41     0.00    84.80    25.98     0.00     0.00     0.00
J1945-5520      24.39     0.00     0.00     6.30     4.44     0.00     0.00     0.00
J2156-0037       6.65     7.26     0.00    29.67     2.82     0.00     0.00     0.00
J1733-3722      47.43    24.60     2.42   146.11    92.95    91.86    17.37     0.00
J1048+0055       0.00     0.00     0.00     1.21     4.84     0.00     0.00     0.00
J0909-1248       2.42     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2328-4035      22.68     0.00     0.00    25.67     3.53     0.00     0.00     0.00
J0327+0044       7.66     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1206-6138       0.94     0.00     0.00    25.08     0.00     0.00     0.00     0.00
J1507-1652       3.63     0.00    16.45    21.37     3.23     0.00     0.00     0.00
J0425-5331      22.18     0.00     0.00    36.12    14.85     0.00     0.00     0.00
J2019-5201       8.87     0.94     0.00     0.00     0.00     0.00     0.00     0.00
J0427-0700       1.21     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1125+2005       0.00     0.00     0.00     0.81     0.00     0.00     0.00     0.00
J0609-1542       6.38     0.00     0.00    21.42     7.06     0.00     0.00     0.00
J1118-4634       0.00     0.00     0.00     0.71     0.00     0.00     0.00     0.00
J1623+0741       3.23     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2247-3657       2.42     0.00     0.00    10.08     0.00     0.00     0.00     0.00
J0134-3843       4.03     3.53     0.00     9.21     0.00     0.00     0.00     0.00
J0057-0024       1.61     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1502-1508       0.00     0.00     0.00     1.21     0.00     0.00     0.00     0.00
J0457-2324      10.34     0.00     0.00     7.66    30.21     0.00     0.00     0.00
J0433+0521       3.63     0.00     0.00     6.45     1.21     4.03     0.00     0.00
J1217+3007      11.36     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0435+2532      30.97     0.00     0.00     4.18     0.00     0.00     0.00     0.00
J1312-7724       0.00     0.00     0.00     7.26     0.00     0.00     0.00     0.00
J1136-7415       0.00     9.68     0.00     0.00     0.00     0.00     0.00     0.00
J1019-2708       1.21     3.23     0.00     1.61     0.00     0.00     0.00     0.00
J0641-0320       9.61     3.63     0.00    11.29     2.12     0.00     0.00     0.00
J1041-6431       0.00     0.00     0.00     0.00     9.74     0.00     0.00     0.00
J1259-2310       0.00     0.00     0.00     0.94     0.00     0.00     0.00     0.00
J1248-0632      12.72     0.71     0.00     0.77     0.00     0.00     0.00     0.00
J0137+3309       5.31     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0505+0459       0.00     0.00     0.00     1.61     0.00     2.87     0.00     0.00
J1816-3052       0.00     0.00     0.00     2.02     0.00     0.00     0.00     0.00
J0223-5347       0.94     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2357-5311     957.67   259.02    26.46   538.69   117.12    32.36     0.00     0.00
J1653+3945       0.81     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0348-1610       2.02     0.00     0.00     5.70     2.82     0.00     0.00     0.00
J1947-0103       0.81     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0132-1654       0.00     2.42     0.00    53.16    18.55     0.00    25.87     0.00
J1357+1919       2.47     0.00     0.00     1.06     0.00     0.00     0.00     0.00
J2301-0158      21.87     1.61     0.00    15.07    49.51     0.00     0.00     0.00
J0343-2530       6.59     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J2255-0844       2.42     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0303-2407      12.90     0.00     0.00     4.84     0.00     0.00     0.00     0.00
J1135-0428       2.12     0.00     0.00     6.35     0.00     0.00     0.00     0.00
J2141-6411       0.00    17.02     0.00     2.42     6.45     9.07     0.00     0.00
J0842+1835      13.71     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1152-0841      38.30     0.00     0.00     1.88     1.41     0.00     0.00     0.00
J1517-2422     736.00    88.94   158.65  1861.09  2348.41   224.97    24.87     0.00
J1409-2657       1.61     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1133+0015       0.71     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1043+2408       4.03     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0851-5228       0.00     0.00     0.00     2.82     0.00     0.00     0.00     0.00
J1025+1253       4.44     9.68     0.00    12.50     1.76     0.00     0.00     0.00
J0930+0034      11.14     0.00     0.00     1.92     1.88    13.94     0.00     0.00
J2308+2008      25.40     0.00     0.00     0.00    11.88     0.00     0.00     0.00
J1256-0547     780.42   133.52   130.41  1336.86  1398.82   745.66   235.12     5.01
J0442-0017      11.79     0.00     0.81    15.32     5.64     0.00     0.00     0.00
J0340-2119      34.46     0.00     2.42    41.10    50.81     0.00     0.00     0.00
J1751+0939     867.99    68.75    65.12  1582.99   810.00    49.34    75.47     2.49
J1945-0153       0.00     0.00     0.00     5.64     0.00     0.00     0.00     0.00
J1305-1033       2.87     0.00     0.00     4.84     5.64     0.00     0.00     0.00
J0006-0623    1701.03   310.63    97.53  1787.54  1889.95   200.66    46.87     0.00
J0205+3212      21.87     0.00     0.00    45.91     8.47     0.00     0.00     0.00
J0336-3616      10.08     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0106-4034      90.89     0.00     0.00    19.66    22.20     0.00     0.00     0.00
J0747-3310      34.95     0.00     0.00    23.52     0.00     5.64     0.00     0.00
J2216+3518       0.00     0.00     0.00     8.47     0.00    13.41     0.00     0.00
J1635+3808       1.61     0.00     0.00     2.87     0.00     0.00     0.00     0.00
J0136-4044      16.13     0.00     0.00     0.94     0.00     0.00     0.00     0.00
J1838+0404       7.66     0.00     0.00    15.98    22.58     0.00     0.00     0.00
J2109-4110       6.10     0.00    20.56     7.26     3.23     0.00     0.00     0.00
J0931+1414       0.00     0.00     0.00     2.02     0.00     0.00     0.00     0.00
J1339-2401       0.00     0.00     0.00    63.05     0.00     0.00     0.00     0.00
J2358-4555       0.00     0.00     0.00     4.84    11.29     0.00     0.00     0.00
J1332-0509       0.00    18.14     0.00     0.94     0.00     0.00     0.00     0.00
J1837-7108       0.00     0.00     2.82     0.00     0.00     0.00     0.00     0.00
J0521+2112       2.82     0.00     0.00    99.32    62.31     0.00     0.00     0.00
J1347+1217      55.07     8.06    12.65    41.65    50.98     9.07     0.00     0.00
J1510-0843       0.00     3.29     0.00     2.82     2.82     0.00     0.00     0.00
J1627-2426       0.00     5.64     0.00     4.03     0.00     0.00     0.00     0.00
J0257-1212      40.94     0.00     0.00    26.49     0.00     0.00     0.00     0.00
J1826-2924       4.94     0.00     0.00    58.90    51.21     3.83     0.00     0.00
J1555-4150       1.61     0.00     1.76     0.00     0.00     2.72     0.00     0.00
J1131-0500       0.00     0.00     9.68    15.56     8.06    11.89     0.00     0.00
J2135-5006       0.00     0.00     0.00     5.64     0.00     0.00     0.00     0.00
J2207-5346       1.92     7.26     8.47     7.93     8.92     8.16     0.00     0.00
J0259+0747      19.12     0.00     0.00     2.42     5.64     0.00     0.00     0.00
J1051-3138       0.00     0.00     0.00    30.22     0.00     0.00     0.00     0.00
J1216-1033      16.53     0.00     0.00    12.90     0.00     0.00     0.00     0.00
J0210-5101       6.78     1.61     0.00     8.87    31.43     0.00    12.95     0.00
J0239-0234     124.00    13.71     0.00   549.80    71.12    22.68     0.00     0.00
J1937-3958       2.02     0.00     0.00     8.06     0.00     0.00     0.00     0.00
J0950+0615       1.61     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J0842-6053      17.64     0.00     0.00     0.00     8.87     0.00     0.00     0.00
J1752-2956      30.78     0.00     0.00    42.19     0.00     0.00     0.00     0.00
J1953+3537       4.84     0.00     0.00     0.00     0.00     0.00     0.00     0.00
J1656+1826       4.03     0.00     0.00     3.90     0.00     0.00     0.00     0.00
J1147-3812       7.86     5.54     0.00    16.18   114.84    21.45    15.32     0.00
J1127-1857      64.76    19.56     0.00    16.78    28.24     0.00     0.00     0.00
J2349-4932       0.00     0.00     0.00     1.21     1.76     0.00     0.00     0.00
J2303-1841       1.21     0.00     0.00    17.27     0.00     0.00     0.00     0.00
J1648+2224       2.42     6.05     0.00     1.61     2.35     0.00     0.00     0.00
J0526-4830       0.00     0.00     0.00     8.11    14.41     0.00     0.00     0.00
J1229-6003       0.00     0.00     0.00     1.61     0.00     0.00     0.00     0.00
J0539+1433       2.42     0.00     0.00     0.00    13.06     0.00     0.00     0.00
