obj B3 B4 B5 B6 B7 B8 B9 B10
J0202-0559 0 0 0 0 0 0 0 0
J1514-4748 0 0 0 0 0 0 0 0
J0433+0521 0 0 0 0 0 0 0 0
J2336-5236 0 0 0 0 0 0 0 0
J0122+2954 0 0 0 0 0 0 0 0
J0011-2612 0 0 0 0 0 0 0 0
J0824+3916 0 0 0 0 0 0 0 0
J0336-1302 0 0 0 272.3 0 0 0 0
J0130+0842 0 0 0 0 0 0 0 0
J0406-3826 0 0 0 0 0 0 0 0
J0149+1857 0 0 0 0 0 0 0 0
J0301+0118 90.7 0 0 0 0 0 0 0
J1613+3412 0 0 0 0 0 0 0 0
J1146-2859 0 0 0 0 0 0 0 0
J1308-6707 0 0 0 0 0 0 0 0
J0418+3801 0 0 0 0 0 0 0 0
J2349-4932 0 0 0 0 0 0 0 0
J0825-3218 0 0 0 0 0 0 0 0
J0715-6829 0 0 0 0 0 0 0 0
J1342-2900 544.6 0 0 364.1 0 0 0 0
J0056-4451 0 0 0 0 0 0 0 0
J0519+2744 0 0 0 0 0 0 0 0
J1222+0413 0 0 0 271.9 0 0 0 0
J0956+2515 0 0 0 60.6 0 0 0 0
J1430+1043 0 0 0 0 0 0 0 0
J1827-0405 0 0 0 0 0 0 0 0
J0635-7516 1727.1000000000001 0 0 0 0 0 0 0
J1706-4600 120.9 0 0 0 0 0 0 0
J2308+2008 0 0 0 0 0 0 0 0
J1206+0529 0 0 0 0 0 0 0 0
J1658+0741 0 0 0 0 0 0 0 0
J0612-3138 0 0 0 0 0 0 0 0
J0907-0042 0 0 0 0 0 0 0 0
J1155-5730 0 0 0 0 0 0 0 0
J1945-0153 0 0 0 0 0 0 0 0
J2324-3714 0 0 0 0 0 0 0 0
J1305-1033 0 0 0 0 0 0 0 0
J1008+0029 725.9 0 0 0 0 0 0 0
J0730-1141 0 0 0 0 0 0 0 0
J2000-1325 0 0 0 0 0 0 0 0
J1001+2911 0 0 0 0 0 0 0 0
J0349-4858 0 0 0 0 0 0 0 0
J1330+2509 0 0 0 0 0 0 0 0
J1551-1755 0 0 0 0 0 0 0 0
J0946+1017 90.7 0 0 0 0 0 0 0
J0815+3635 0 0 0 0 0 0 0 0
J0154+0823 0 0 0 0 0 0 0 0
J0214-6149 0 0 0 0 0 0 0 0
J1148+1840 265.8 0 0 0 0 0 0 0
J1829+3957 0 0 0 0 0 0 0 0
J1925+2106 0 0 0 0 0 0 0 0
J1753+2848 0 0 0 0 0 0 0 0
J1708+0035 0 0 0 0 0 0 0 0
J1321-2636 0 0 0 0 0 0 0 0
J0440+2728 0 0 0 0 0 0 0 0
J0012-3954 0 0 0 0 0 0 0 0
J1752-2956 363.0 0 0 0 0 0 0 0
J1042-4143 0 0 0 90.6 0 0 0 0
J1354-1041 0 0 0 0 0 0 0 0
J1531-5108 0 0 0 0 0 0 0 0
J2229-6910 0 0 0 0 0 0 0 0
J1846-0651 0 0 0 0 0 0 0 0
J0219+0120 0 0 0 0 0 0 0 0
J1259-2310 0 0 0 0 0 0 0 0
J2135-5006 0 0 0 0 0 0 0 0
J1833-2103 0 0 0 0 0 0 0 0
J0303-6211 0 0 0 0 0 0 0 0
J0745+1011 0 0 0 0 0 0 0 0
J2007+4029 0 0 0 0 0 0 0 0
J1744-5144 0 0 0 0 0 0 0 0
J1130-1449 0 0 0 0 0 0 0 0
J1924-2914 1700.8 620.9 0 2743.8 5120.599999999999 951.8 0 0
J0426+0518 0 0 0 0 0 0 0 0
J0629-1959 0 0 0 0 0 0 0 0
J1146-2447 0 0 0 0 0 0 0 0
J0209-0438 181.2 0 0 0 0 0 0 0
J0113-3551 0 0 0 0 0 0 0 0
J2124-4948 0 0 0 0 0 0 0 0
J2009-4849 0 0 0 0 0 0 0 0
J0823+2223 151.3 0 0 0 0 0 0 0
J1908+1201 0 0 0 0 0 0 0 0
J0059+0006 0 0 0 0 0 0 0 0
J1514+0252 0 0 0 0 0 0 0 0
J1357-1744 0 0 0 0 0 0 0 0
J1851+0035 273.5 0 0 383.9 0 0 0 0
J1812-2836 0 0 0 0 0 0 0 0
J1914+1636 0 0 0 0 0 0 0 0
J0547+2721 0 0 0 0 0 0 0 0
J1534-3526 0 0 0 453.5 0 0 0 0
J0136-4044 0 0 0 0 0 0 0 0
J0532+0732 0 0 0 0 0 0 0 0
J1438-3122 0 0 0 0 0 0 0 0
J2226+0052 0 0 0 604.8 0 0 0 0
J1720-3552 0 0 0 0 0 0 0 0
J0846-2607 0 0 0 0 0 0 0 0
J1230+1223 0 0 0 0 0 0 620.2 0
J1329+3154 0 0 0 0 0 0 0 0
J1658-0739 0 0 0 0 0 0 0 0
J0204-1701 0 0 0 0 0 0 0 0
J1147-3812 0 0 0 0 0 0 0 0
J1617-5848 2742.1000000000004 302.4 0 590.8 157.3 0 0 0
J1911-2006 0 0 0 0 0 0 0 0
J1058-8003 0 0 0 0 120.9 0 0 0
J0152+2207 0 0 0 0 0 0 0 0
J0826-2230 0 0 0 0 0 0 0 0
J0541-0541 0 0 0 0 0 0 0 0
J0544+1118 0 0 0 0 0 0 0 0
J0034-0054 0 0 0 0 0 0 0 0
J0040+0125 0 0 0 0 0 0 0 0
J0155+2230 0 0 0 0 0 0 0 0
J0613+1708 0 0 0 0 0 0 0 0
J0118-2141 0 0 0 0 0 0 0 0
J2345-1555 0 0 0 0 0 0 0 0
J1254-6111 0 0 0 0 0 0 0 0
J0042-4030 0 0 0 0 0 0 0 0
J0519-4546 2022.4 0 0 151.2 0 0 0 0
J0119+0829 0 0 0 0 0 0 0 0
J0402-3147 0 0 0 0 0 0 0 0
J1131-0500 0 0 0 0 0 0 0 0
J2130+1643 0 0 0 0 0 0 0 0
J1452-1319 0 0 0 0 0 0 0 0
J1041+0610 0 0 0 0 0 0 0 0
J2358-1020 0 0 0 0 0 0 0 0
