#SIDES number counts at 1200 microns
# column 1: Flux density in Jy
# column 2: Euclidian-normalized differential counts dN/dS*S^2.5 in gal*Jy^1.5/sr
# column 3: uncertainty
1.0610092271509815e-08 4.849627414097136e-05 8.697571607486817e-07
1.1904719330480646e-08 8.086736891523306e-05 1.2244201909685437e-06
1.3357314782084594e-08 0.00013903271742365827 1.7502590487102772e-06
1.498715368541932e-08 0.00021991939003269118 2.39980297358363e-06
1.681586301250015e-08 0.0003605651017727426 3.349929528776337e-06
1.886770862503897e-08 0.000557998416500198 4.543183822540239e-06
2.116991726768604e-08 0.0008803597465932514 6.221196433545218e-06
2.3753037850389523e-08 0.0013383879325322826 8.362474993254479e-06
2.6651346813870075e-08 0.0020121459073720828 1.117824337210189e-05
2.990330295716405e-08 0.0029902962378342514 1.4855967245854248e-05
3.355205776252053e-08 0.004318434227528817 1.9462874430283852e-05
3.764602798935346e-08 0.006136527239516757 2.5293280432156812e-05
4.2239538135222806e-08 0.008636898462037336 3.2713177714014935e-05
4.7393541288911507e-08 0.011933734353697925 4.192103621140947e-05
5.317642794088075e-08 0.016126166757863603 5.312627906287986e-05
5.966493348352674e-08 0.021644859905006485 6.70997984393198e-05
6.694515644321611e-08 0.02882710969769623 8.441981116536007e-05
7.511370095542044e-08 0.03754104430767502 0.00010502604242239494
8.427895864290072e-08 0.04821273984482768 0.0001297551882739805
9.456254690668653e-08 0.06105496559432811 0.00015918579892214285
1.0610092271509728e-07 0.07685248110432365 0.00019470305791459557
1.1904719330480547e-07 0.09467514431619833 0.0002355926915787595
1.3357314782084484e-07 0.11575392259902625 0.0002839956477524656
1.4987153685419193e-07 0.14020718235692212 0.00034074458024305844
1.6815863012500014e-07 0.1676680003256338 0.0004062271242617475
1.8867708625038816e-07 0.20012301979390706 0.00048382950580892916
2.1169917267685867e-07 0.23454485096427696 0.0005710271761961444
2.3753037850389331e-07 0.27391585274895186 0.0006727479913883289
2.6651346813869863e-07 0.31820907904789675 0.0007904967874482827
2.9903302957163805e-07 0.3659484073765023 0.0009241740222504213
3.3552057762520254e-07 0.42046193978970964 0.0010799587580718366
3.764602798935315e-07 0.4804174079797577 0.0012584999245638785
4.2239538135222457e-07 0.5471897096795569 0.0014642417534019895
4.7393541288911116e-07 0.6173846669997651 0.0016955935103168446
5.317642794088031e-07 0.6977105501973994 0.0019650855902237094
5.966493348352625e-07 0.7846257635628571 0.002271826222844228
6.694515644321555e-07 0.8809081662853352 0.002624273796536224
7.511370095541982e-07 0.9916023287096579 0.003035376692287344
8.427895864290003e-07 1.1040253989459075 0.0034916713415449113
9.456254690668574e-07 1.2375623980182788 0.004030207238041655
1.0610092271509641e-06 1.3811376986136317 0.004641542333392837
1.190471933048045e-06 1.5437473199383966 0.005349730868490619
1.3357314782084375e-06 1.7058719517681131 0.006130798468576529
1.4987153685419071e-06 1.9141995300332504 0.007080067996137585
1.6815863012499875e-06 2.134072326141802 0.008149827059102777
1.8867708625038659e-06 2.3832099422123894 0.009389121886908613
2.116991726768569e-06 2.644640245496244 0.010782690193453879
2.3753037850389136e-06 2.9558439871669693 0.012427523123010337
2.665134681386964e-06 3.273199143005754 0.014257062070711271
2.9903302957163564e-06 3.6216269224633053 0.01634916891903073
3.3552057762519977e-06 4.050280961628053 0.01884891696658341
3.764602798935284e-06 4.521651650170132 0.021711627360612367
4.223953813522212e-06 5.017767150849527 0.02493440894609669
4.739354128891074e-06 5.574122174241255 0.028650490905354986
5.317642794087989e-06 6.213909686139158 0.03297815040802857
5.966493348352576e-06 6.91139497197401 0.03791636386638518
6.694515644321501e-06 7.766983168437615 0.04381976135063346
7.51137009554192e-06 8.460963409047595 0.04986016764778335
8.427895864289933e-06 9.583042450650632 0.05784895684321597
9.456254690668497e-06 10.60919623486426 0.06635674390339451
1.0610092271509554e-05 11.660981978974243 0.07584228133202775
1.1904719330480353e-05 13.02896388828566 0.08739745096366675
1.3357314782084267e-05 14.391028215013721 0.10013588450602637
1.498715368541895e-05 16.37834535854432 0.11646055039344735
1.6815863012499738e-05 18.266932495355018 0.13408390137228307
1.8867708625038504e-05 20.02587091061467 0.15305218433268825
2.116991726768552e-05 22.381364098381262 0.17639533771874955
2.375303785038894e-05 24.60928531866394 0.20164772504328973
2.6651346813869425e-05 27.889270867484882 0.2340250820254865
2.9903302957163315e-05 30.621149301824616 0.26733422954597225
3.35520577625197e-05 34.068792804392984 0.30741297829460384
3.764602798935253e-05 38.212773296733836 0.3549344097912559
4.223953813522177e-05 42.438126968551536 0.4077762520756847
4.7393541288910346e-05 46.53540944001223 0.4655170538918879
5.317642794087945e-05 52.51245567908713 0.5391070236529559
5.966493348352528e-05 58.115798033883365 0.6182881584440326
6.694515644321447e-05 65.41199892889736 0.7151094817707133
7.51137009554186e-05 72.15809151674944 0.818816046602678
8.427895864289865e-05 80.02872784356884 0.9400842629528676
9.45625469066842e-05 88.52574819586916 1.077900389810721
0.00010610092271509468 99.76911206356951 1.2475038066665167
0.00011904719330480256 107.43383834565627 1.4112838513227657
0.00013357314782084156 116.3600286393507 1.6012005688493531
0.00014987153685418826 129.46909553721972 1.8413098780475534
0.000168158630124996 138.53045040918428 2.0764259562694676
0.0001886770862503835 148.47899528217994 2.3435613987896207
0.00021169917267685348 164.72948666590517 2.6910979073507515
0.00023753037850388748 181.30806659718118 3.0778850018312816
0.00026651346813869205 179.77786562069903 3.341272805535865
0.0002990330295716307 199.42196748513584 3.8364569067308736
0.00033552057762519427 200.9614433033662 4.198558382348896
0.00037646027989352227 211.94590530286027 4.7006329583235935
0.00042239538135221424 218.56782611300474 5.203995859833447
0.0004739354128890996 217.7989721996885 5.663328310564305
0.00053176427940879 225.77578568948041 6.28611768158582
0.0005966493348352478 238.79737036736196 7.047881541892053
0.0006694515644321392 229.17507709652386 7.527097109625471
0.0007511370095541797 222.13114103486004 8.078831492056805
0.0008427895864289795 237.46333599745915 9.106303242247531
0.0009456254690668343 238.64673480348958 9.95225681483675
0.0010610092271509382 222.4662805633354 10.475528021732956
0.0011904719330480158 239.19264157759284 11.841800317807692
0.0013357314782084047 207.63660347022267 12.02806548860439
0.0014987153685418705 210.33975736020622 13.197890180701311
0.001681586301249946 175.18933104380974 13.130995519132181
0.0018867708625038197 178.96952390911053 14.468828447917017
0.0021169917267685173 136.2428524530288 13.762606408247846
0.0023753037850388556 183.40477174510735 17.408010556103065
0.0026651346813868987 157.1005259399194 17.564372765131445
0.0029903302957162824 116.69645313195068 16.503370670004088
0.003355205776251915 66.57311735103501 13.589180674705085
0.003764602798935192 65.93524854927591 14.743569786952532
0.004223953813522108 62.69135181394228 15.67283795348557
0.004739354128890957 51.22480774943679 15.444860660270132
0.005317642794087858 11.069236020043396 7.827131852327076
0.00596649334835243 19.733717498771473 11.393267110027738
0.006694515644321337 0.0 0.0
0.007511370095541736 0.0 0.0
0.008427895864289728 0.0 0.0
0.009456254690668266 0.0 0.0
0.010610092271509294 0.0 0.0
0.011904719330480061 0.0 0.0
0.013357314782083938 0.0 0.0
0.01498715368541858 0.0 0.0
0.016815863012499325 0.0 0.0
0.018867708625038046 0.0 0.0
0.021169917267685003 0.0 0.0
0.02375303785038836 0.0 0.0
0.02665134681386877 0.0 0.0
0.02990330295716258 0.0 0.0
0.03355205776251888 0.0 0.0
0.03764602798935161 0.0 0.0
0.04223953813522073 0.0 0.0
0.047393541288909186 0.0 0.0
0.05317642794087814 0.0 0.0
0.05966493348352381 0.0 0.0
0.06694515644321282 0.0 0.0
0.07511370095541675 0.0 0.0
0.08427895864289658 0.0 0.0
0.09456254690668188 0.0 0.0
0.10610092271509208 0.0 0.0
0.11904719330479964 0.0 0.0
0.1335731478208383 0.0 0.0
0.14987153685418458 0.0 0.0
0.16815863012499188 0.0 0.0
0.18867708625037888 0.0 0.0
0.21169917267684826 0.0 0.0
0.23753037850388165 0.0 0.0
0.2665134681386855 0.0 0.0
0.29903302957162337 0.0 0.0
0.33552057762518606 0.0 0.0
0.37646027989351305 0.0 0.0
0.42239538135220384 0.0 0.0
0.4739354128890879 0.0 0.0
0.5317642794087771 0.0 0.0
0.5966493348352332 0.0 0.0
0.6694515644321227 0.0 0.0
0.7511370095541614 0.0 0.0
0.842789586428959 0.0 0.0
0.9456254690668111 0.0 0.0
1.0610092271509133 0.0 0.0
1.1904719330479878 0.0 0.0
1.3357314782083707 0.0 0.0
1.4987153685418324 0.0 0.0
1.6815863012499068 0.0 0.0
1.8867708625037753 0.0 0.0
2.1169917267684633 0.0 0.0
2.3753037850387946 0.0 0.0
2.665134681386836 0.0 0.0
2.990330295716212 0.0 0.0
3.3552057762518293 0.0 0.0
3.764602798935096 0.0 0.0
4.223953813522009 0.0 0.0
4.739354128890845 0.0 0.0
5.317642794087721 0.0 0.0
5.9664933483522775 0.0 0.0
6.69451564432118 0.0 0.0
7.511370095541559 0.0 0.0
8.42789586428951 0.0 0.0
