#SIDES number counts at 450 microns
# column 1: Flux density in Jy
# column 2: Euclidian-normalized differential counts dN/dS*S^2.5 in gal*Jy^1.5/sr
# column 3: uncertainty
1.0610092271509815e-08 0.0 0.0
1.1904719330480646e-08 0.0 0.0
1.3357314782084594e-08 0.0 0.0
1.498715368541932e-08 0.0 0.0
1.681586301250015e-08 0.0 0.0
1.886770862503897e-08 0.0 0.0
2.116991726768604e-08 0.0 0.0
2.3753037850389523e-08 5.225016328449278e-08 5.225016328449278e-08
2.6651346813870075e-08 6.209943544756753e-08 6.209943544756753e-08
2.990330295716405e-08 4.428319041120917e-07 1.8078536781661872e-07
3.355205776252053e-08 9.648956247652291e-07 2.909269772001655e-07
3.764602798935346e-08 1.563791726287781e-06 4.037692875233015e-07
4.2239538135222806e-08 2.973711919904973e-06 6.070064038166085e-07
4.7393541288911507e-08 8.099353259623707e-06 1.0921165707359027e-06
5.317642794088075e-08 1.7852038868471414e-05 1.7676152422741058e-06
5.966493348352674e-08 3.8482154632372955e-05 2.8292642775395554e-06
6.694515644321611e-08 7.935836003019184e-05 4.429351726678986e-06
7.511370095542044e-08 0.00015249479126600246 6.693778401872523e-06
8.427895864290072e-08 0.0002982260131497649 1.020508408212247e-05
9.456254690668653e-08 0.0005860333731174675 1.559570459148876e-05
1.0610092271509728e-07 0.0011029592091788092 2.33251020002903e-05
1.1904719330480547e-07 0.0019915132437233387 3.416924835426603e-05
1.3357314782084484e-07 0.003540273765880048 4.966635054220873e-05
1.4987153685419193e-07 0.00612552435115559 7.122221258744377e-05
1.6815863012500014e-07 0.010388333647008446 0.00010111527580721752
1.8867708625038816e-07 0.017276992602207143 0.00014216015870441797
2.1169917267685867e-07 0.027943687084755208 0.00019709957176156624
2.3753037850389331e-07 0.04345206024642407 0.000267947070061437
2.6651346813869863e-07 0.06825428725117562 0.0003661076416986976
2.9903302957163805e-07 0.10295427881113726 0.000490191782306033
3.3552057762520254e-07 0.1525106902115598 0.0006504201230980768
3.764602798935315e-07 0.2186676582888293 0.0008490555458555937
4.2239538135222457e-07 0.31324125754786636 0.0011078559777667387
4.7393541288911116e-07 0.43389740564127344 0.0014214688685541485
